,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
188,Capriati Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",115000.0,,,,41.5230896,14.13,,"Electric Supply Capacity, Electric Energy Time Shift, ",Capriati Al Volturno,Lazio,Italy,,01.01.1966,,,,Enel,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,DD.29.YYYY 17:29:36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Fadalto Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",210000.0,,,,46.0714347,12.34,,"Electric Supply Capacity, Electric Energy Time Shift, ",Fadalto,Veneto,Italy,,01.01.1971,,,,Enel,Investor Owned,Transmission,,,0.0,Annual Production: 344.8 GWh,0.0,0.0,,,DD.29.YYYY 17:29:06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Villa Gargnano Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",137200.0,,,,45.688599200000006,10.66,,"Electric Supply Capacity, Electric Energy Time Shift, ",Gargnano,Brescia,Italy,,01.01.1964,,,,Enel,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,DD.28.YYYY 17:28:55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Gaudalami Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",80000.0,,,,37.9937488,13.29,,"Electric Supply Capacity, Electric Energy Time Shift, ",Piana Degli Albanesi,Sicily,Italy,,01.01.1960,,,,Enel,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,DD.57.YYYY 20:57:34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Pracomune Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",42000.0,,,,46.547807899999995,11.01,,"Electric Supply Capacity, Electric Energy Time Shift, ",Ultimo,Bolzano,Italy,,01.01.1968,,,,Enel,Investor Owned,Transmission,,,0.0,Annual Production: 70 GWh,0.0,0.0,,,DD.28.YYYY 17:28:34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Taloro Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",240000.0,,,,40.0948744,9.16,,"Electric Supply Capacity, Electric Energy Time Shift, ",Ovodda,Sardinia,Italy,,01.01.1978,01.01.1972,,,Enel,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,DD.28.YYYY 17:28:14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Ananaigawa Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Environmentally friendly hydroelectric power is well suited to Japan&#039;s unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.",13500.0,,,,33.6037185,133.69,,"Electric Energy Time Shift, Electric Supply Capacity, ",Kami,Kōchi,Japan,,01.01.1961,,,,Shikoku Electric Power Company,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Anapo (Solarino) Pumped Storage Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,The first unit came into operation in 1989. The plant utilises 4 reversible turbines.,600000.0,,,,37.10085,15.12,,"Electric Energy Time Shift, Electric Supply Capacity, ",Sicily,Solarino,Italy,,01.01.1991,,,,Enel,Investor Owned,,,Enel,0.0,,0.0,0.0,,,DD.30.YYYY 20:30:33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Bargi Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,The pumped power plant contains 2 reversible turbines that allow it to pump water back into its upper reservoir during off-peak times.,330000.0,,,,44.126063200000004,11.06,,"Electric Energy Time Shift, Electric Supply Capacity, ",Bargi,Emilia-romagna,Italy,,01.01.1975,,,,Enel SpA,Investor Owned,Transmission,,,0.0,"Annual Production: 557,728 MWh",0.0,0.0,,,DD.30.YYYY 17:30:36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Rovina Hydro Power Plant (Entracque Pumped Storage),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Entracque Power Plant, also known as The Upper Gesso Plant, is a pumped-storage hydroelectric power station located in Valle Gesso just south of Entracque, Italy. The power station contains pump-generators for two co-located but hydraulically separated power schemes; the Chiotas-Piastra Plant and Rovina-Piastra Plant. Both plants use separate upper reservoirs but use Lago della Piastra as their common lower reservoir. To produce power, water is released from the upper reservoirs to the power station located at the lower reservoir. The pump-generators re-fill the reservoirs and the process repeats as needed. The Chiotas&#039; upper reservoir, Lago del Chiotas, is located much higher in the valley and larger than Rovina&#039;s Lago della Rovina which affords it the ability to produce more electricity. The installed capacity of Chiotas is 1,184 MW with a hydraulic head (water drop in elevation) of 1,048 m (3,438 ft) while Rovina has an installed capacity of 133.67 MW and a head of 598 m (1,962 ft). Construction on the plant began in 1962 and operations started in 1982.",134000.0,,,,44.2439659,7.4,,"Electric Energy Time Shift, Electric Supply Capacity, ",Entracque,Cuneo,Italy,,01.01.1980,,,,Enel,Investor Owned,Transmission,,Enel,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,San Fiorano Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The central San Fiorano is a hydroelectric power generation and pumping owned by ENEL with a total capacity of 568 MW and an average annual production of 342 GWh . It is located in Scianica, in the territory of Joint Sellero, in the province of Brescia.  Equipped with Pelton turbines is the hydroelectric plant Italian with the highest average difference between basin and turbine: 1403.80 meters (the minimum is 1361.50 m and the maximum is 1439.70 m)",568000.0,,,,46.0551036,10.35,,"Electric Energy Time Shift, Electric Supply Capacity, ",Scianica,Brescia,Italy,,01.01.1973,01.01.1968,,,Enel,Investor Owned,Transmission,,,0.0,Average annual production of 342 GWh,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Caliraya-Botocan-Kalayaan (CBK) Hydro-Elecric Power Plant Project,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"In Mar 2005, J-Power acquired 50% of the CBK hydro plants from IMPSA and Edison Mission Energy The other 50% is held by Sumitomo Corp. The Kalayaan site is 60km south of Manila. The first stage was commissioned on 28 Feb 1983 and EPDC did the feasibility study in Jan 1990 for Phase-II. A fifth set is now in design. There are two upper storage reservoirs and the lower reservoir is Laguna de Bay. Maximum static head is 289m. The reservoirs are connected by a 2.3km steel penstock.  http://globalenergyobservatory.org/geoid/41706",709000.0,,,,14.35,121.57,,"Electric Energy Time Shift, Electric Supply Capacity, ",Kalayaan,Laguna,Philippines,,01.05.2004,01.01.1999,,,,,,,,0.0,,0.0,0.0,,,DD.04.YYYY 23:04:03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Frunzaru Reversible Pump Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"At the Frunzaru node the storage lake length is 15 km with a width of 1 km and surface area of 1.280 ha. The left bank dike is 16,000 m long and the right bank is 19,223 m long.   Pumping station Pesta is installed on the right bank dike at km 8+200 with intake capabilities of up to 24 m/s, and in the left bank dike another pump station which can take over up to 4.3 m/s.",53000.0,,,,43.900408,25.97,,"Electric Supply Capacity, Electric Energy Time Shift, ",Sprâncenata,Giurgiu,Romania,,01.01.1990,,,,,,,,Hidroelectrica S.A.,0.0,Average output 104.00 GWh/year,0.0,0.0,,,DD.03.YYYY 01:03:13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Gabriel Y Galan Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Spain is facing many challenges trying to integrate a large amount of renewable energy (wind and solar) into real-time dispatch of its power generation to meet electricity demand. To meet sustainable criteria for grid stability and reliability, the major utilities in Spain are looking into alternative storage projects, and especially pumped storage projects. Spain has one of the most dynamic markets for pumped storage in southern Europe with a total installed capacity of 5, 350 MW in operation against a total estimated potential of 13,000 MW. Spain is slated to construct additional projects in the coming decades. One government report on renewable energy plans for 2011-2020 estimates a target installed capacity of about 6,300 MW by 2015 and 8,800 MW by 2020. Iberdrola, Gas Natural Fenosa (GNF), and Endesa are the three main utilities that are expected to undertake these developments to fulfill the government objective.",111000.0,,,,40.195346,-6.16,,"Electric Supply Capacity, Electric Energy Time Shift, ",Guijo De Granadilla,Extremadura,Spain,,01.01.1982,,,,,,Transmission,,,0.0,,0.0,0.0,,,DD.21.YYYY 17:21:19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Gobantes Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Spain is facing many challenges trying to integrate a large amount of renewable energy (wind and solar) into real-time dispatch of its power generation to meet electricity demand. To meet sustainable criteria for grid stability and reliability, the major utilities in Spain are looking into alternative storage projects, and especially pumped storage projects. Spain has one of the most dynamic markets for pumped storage in southern Europe with a total installed capacity of 5, 350 MW in operation against a total estimated potential of 13,000 MW. Spain is slated to construct additional projects in the coming decades. One government report on renewable energy plans for 2011-2020 estimates a target installed capacity of about 6,300 MW by 2015 and 8,800 MW by 2020. Iberdrola, Gas Natural Fenosa (GNF), and Endesa are the three main utilities that are expected to undertake these developments to fulfill the government objective.",3600.0,,,,36.95558,-4.8,,"Electric Supply Capacity, Electric Energy Time Shift, ",Gobantes,Andalucia,Spain,,01.01.1955,,,,,,Transmission,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
