,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
448,NYSERDA-EOS Microgrid,Electro-chemical,Metal Air Battery,Zinc Air Battery,Announced,"&lt;p&gt;The New York State Energy and Research Development Authority (NYSERDA) has awarded Eos Energy Storage $750,000 to support production, installation and demonstration of a 250-kW, 1,000-kWh battery energy storage system in Wappingers Falls, N.Y. EOS Energy, citing a report it commissioned from DNV GL, says its zinc hybrid cathode battery technology can be manufactured at a cost of $91-$116/kWh at commercial volumes of 100 MW/year.&lt;/p&gt;",250.0,,,,41.5964825,-73.91,,"Microgrid Capability, ",Wappingers Falls,New York,United States,07.01.2016,,,,NYISO,,Investor Owned,Transmission,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,AEP Gahanna NaS Battery Energy Storage System,Electro-chemical,Sodium-sulfur Battery,Sodium-sulfur Battery,Operational,"American Electric Power installed a Battery Energy Storage System as a demonstration project at their development center in Gahanna, Ohio. The purpose of the project was to demonstrate the operation of NGK’s Sodium Sulphur Battery together with ABB’s Power Conditioning System in a combined Power Quality and Peak Shaving application. The system will typically charge the batteries during nighttime hours when energy is less costly and discharge during daytime peak demand periods. The PCS will continually monitor the grid voltages for disruptions, sags and swells. If an out-of-tolerance voltage event occurs, the PCS will quickly disconnect the critical plant load from the grid with a high-speed switch and feed the load with power from the batteries. When the grid voltages recovers to nominal values, the PCS will reconnect the load to the grid and proceed to recharge the batteries.",2000.0,,,,40.0192307,-82.88,,"Electric Energy Time Shift, ",Gahanna,Ohio,United States,,31.12.2002,,,PJM,,Investor Owned,,,,0.0,,0.0,0.0,,,DD.36.YYYY 21:36:15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Tozzi Green - i-NEXT,Electro-chemical,Sodium based Battery,Sodium based Battery,Operational,"A Microgrid storage system, integrating PV plant on roof (100 KW) and electrolyzer unit for H2 production and storage, has been installed in Capo d&#039;Orlando, Italy, inside an industrial district on a site owned by the City Hall for last mile goods delivery and public transportation with electric and fuel cell vehicles. This energy storage system guarantees self-sustaining recharging of vehicles and independency of the site from the grid instability.",100.0,,,,38.1253798,14.72,,"Grid-Connected Commercial (Reliability &amp; Quality), Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Capo d&#039;Orlando,Messina,Italy,,19.11.2015,,,,,Investor Owned,Secondary Distribution,,,0.0,,0.0,0.0,CNR ITAE Messina,"The proposed project, according to the European Union action plan on urban mobility, aims to support innovation in transport, by promoting a system based on sustainable mobility and RES (Renewable Energy Sources), and by acting simultaneously on improving logistics and distribution channels.",DD.25.YYYY 20:25:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Kyushu Electric - Buzen Substation - Mitsubishi Electric / NGK Insulators,Electro-chemical,Sodium-sulfur Battery,Sodium-sulfur Battery,Operational,"Mitsubishi Electric Corp. has delivered what it claims is the world’s largest energy storage system to Japanese power vendor Kyushu Electric Power Co. The system—with 50 MW output and 300 MWh rated capacity—is part of a pilot project to balance supply and demand via high-capacity energy storage systems, and was installed at the Buzen Substation in Buzen, Fukuoka Prefecture in Japan.  The system smooths variations in frequency and power flow caused by renewable generation via battery control. In addition, it enables efficient operation via power supply control through the coordinated use of multiple-generation sources and batteries, as well as technology for optimizing operation, stoppage timing and output of the various sources.",50000.0,,,,33.6115108,131.13,,"Frequency Regulation, Renewables Capacity Firming, ",Buzen,Fukuoka Prefecture,Japan,,03.03.2016,,,,Kyushu Electric Power Co.,Investor Owned,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Goldthwaite Storage-Invenergy,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,"GE  and Invenergy announced today the purchase of the first 2.5-120 brilliant wind turbines in the world. Invenergy has ordered three units as part of an 86-turbine deal with GE for its Mills County, Texas, wind farm. he 2.5-120 is the first wind turbine to incorporate short-term battery storage as part of the complete turbine package. Integrating the battery into the wind turbine allows wind farm operators to reap the benefits of energy storage without the high costs of farm-level battery storage installation. This revolutionary design integrates GE’s advanced Durathon Battery technology with three software applications (apps). The resulting intelligent system enables power producers and the wind turbines themselves to make data-informed decisions and provide short-term predictable power.",600.0,,,,31.449885499999997,-98.57,,"Frequency Regulation, Onsite Renewable Generation Shifting, Ramping, ",Goldthwaite,Texas,United States,,01.06.2014,,,ERCOT,,,,,,0.0,N.A,0.0,0.0,,,DD.56.YYYY 21:56:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Kings County Energy Storage - PG&amp;E Henrietta Substation,Electro-chemical,Zinc Air Battery,Zinc Air Battery,Contracted,"Convergent Energy + Power, the developer of the 10-megawatt zinc-air project, is using Eos’ batteries. Convergent CEO Johannes Rittershausen said in a Thursday interview. The project will be rated at 40 megawatt-hours, or four hours of storage capacity, which allows it to meet the utility’s resource adequacy requirements, he said. Convergent will own and operate the project under an energy storage agreement with PG&amp;amp;E, akin to a power-purchase agreement from a generator, he said.  PG&amp;amp;E has dubbed that project “Henrietta,” referring to the substation it will be associated with, he said. That’s also near the 100-megawatt Henrietta solar farm, now being built by SunPower under a long-term power-purchase agreement with PG&amp;amp;E, indicating it could be used to meet some of the utility&#039;s solar-related needs as laid out in its initial request for offers (RFO). The second 3-megawatt zinc-air battery is being deployed by developer Western Grid at PG&amp;amp;E’s Clarksville substation near Folsom.",10000.0,,,,36.0988489,-119.88,,"Distribution upgrade due to solar, Electric Energy Time Shift, Ramping, Renewables Capacity Firming, Renewables Energy Time Shift, ",Kings County,California,United States,02.12.2015,01.05.2020,,,CAISO,Pacific Gas and Electric,Investor Owned,,100 MW Henrietta Solar Project,Convergent Power + Energy,0.0,,0.0,0.0,,,DD.22.YYYY 01:22:39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,3 MW - PG&amp;E Clarksville Substation- Western Grid,Electro-chemical,Zinc Air Battery,Zinc Air Battery,Contracted,The 3 MW zinc-air battery is being deployed by developer Western Grid at PG&amp;amp;E’s Clarksville substation near Folsom.,3000.0,,,,38.6779591,-121.18,,"Stationary Transmission/Distribution Upgrade Deferral, ",Folsom,California,United States,02.12.2015,,,,CAISO,Pacific Gas and Electric,Investor Owned,,,Western Grid Development LLC,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Qinous Demonstrator Site - Aquion,Electro-chemical,Sodium based Battery,Sodium-ion Battery,Operational,"Qinous Mini Grid Demonstrator including: Simulator for Load, PV/Wind (100kW each), 150kW Diesel Genset, 20kW/80kWh Aqueous Hybrid Ion Battery, 100kW/112kWh Lithium Ion Energy Storage Solution incl. Site-Controller.",20.0,,,,52.0,14.0,,"Microgrid Capability, ",Berlin,Germany,Germany,,30.08.2014,,,,,,,,Qinous,0.0,,0.0,0.0,,,DD.25.YYYY 00:25:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Mari&#039;s Gardens Aquion Energy,Electro-chemical,Sodium based Battery,Sodium-ion Battery,Operational,"NIDON Clean Energy, in partnership with ZBB Energy Corporation and Aquion Energy, is providing Mari&#039;s Gardens a renewable energy system to power their aquaponics operation. Mari&#039;s Gardens received a USDA Rural Development REAP grant for Energy Efficiency and Renewable Energy Projects. The funds will be used to provide solar power and battery storage.",10.0,,,,21.0,-158.0,,"Electric Bill Management, Onsite Renewable Generation Shifting, ",Mililani,Hawaii,United States,14.05.2015,,,,,,,,,NIDON Clean Energy,0.0,,0.0,0.0,,,DD.35.YYYY 17:35:39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Dukhan Oil Field,Electro-chemical,Nickel based Battery,Nickel-cadmium Battery,Contracted,"Kentz is currently working on a 190 million dollar contract for Qatar Petroleum to provide a dedicated Supervisory Control and Data Acquisition (SCADA) network infrastructure to monitor the 775 wellheads in the Dukhan Oilfield from designated stations.  Saft, has been awarded a contract by Kentz to supply its Sunica.plus batteries for critical solar powered systems serving Qatar Petroleum’s Dukhan oilfield. Over the next two years, some 40,000 of the nickel-based Sunica.plus batteries will be deployed at around 775 wells across the oilfield, where they will provide energy storage and backup power for wellhead industrial control systems and corrosion protection systems.",2000.0,,,,25.428003600000004,50.78,,"On-Site Power, Renewables Capacity Firming, Resiliency, ",Dukhan,Al Rayyan,Qatar,25.03.2015,,,,,,,,,,0.0,,0.0,0.0,,,DD.28.YYYY 18:28:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Bakken Hale Microgrid,Electro-chemical,Sodium based Battery,Sodium-ion Battery,Operational,"The 512-panel array at the Bakken Estate at Kiholo Bay is generating enough electricity to power the residence while reducing its carbon footprint to almost nothing. Energy from the 177 kW array flows into a 2,500-square-foot air conditioned control and battery room where massive banks of Aquion batteries store the electricity in a 1 MWh system. The system replaces three 150 kW propane generators that had been in use for 23 years prior to the microgrid installation.",450.0,,,,19.8547732,-155.92,,"Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Resiliency, ",Kiholo Bay,Hawaii,United States,,10.07.2015,,,,,,,,,0.0,,0.0,0.0,,,DD.32.YYYY 19:32:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,ALTAIS,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,"ALTAIS project, lead by AME and the CEA-INES offer a demonstration platform - in Le François - which aggregates the assets of new generation typical grids in Islands: PV production, battery energy storage, consumption, information and software solutions to gradually manage these assets. The main goal of this project is to find a sustainable solution in order to reach more than 30% of renewable energy on our grid. Storage solutions seem to be the good way to produce a non-intermittent energy and also provide ancillary services to the grid. ALTAIS is one the first R&amp;amp;D storage large scale project in the French West Indies and can become a reference for the future storage installations (specifications, studies, reglementation, installation, recycling issues…).",120.0,,,,15.0,-61.0,,"Distribution upgrade due to solar, Electric Bill Management with Renewables, Electric Energy Time Shift, Electric Supply Capacity, Load Following (Tertiary Balancing), Microgrid Capability, On-Site Power, Renewables Energy Time Shift, Voltage Support, ",Le Francois,Martinique,Martinique,10.01.2012,27.05.2015,30.07.2014,,,,,,,,5.0,,290000.0,0.0,CEA-INES,,DD.49.YYYY 20:49:48,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,NGK NaS: Kasai Water Reclamation Center,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,"The Bureau of Sewerage, Tokyo Metropolitan Government launched an ambitious response to the Kyoto Protocol. The Bureau accounted for 45% of all the greenhouse gas emissions generated by the Tokyo Metropolitan Government, and sought to reduce emissions by instituting a number of energy efficiency measures and incorporating sodium batteries.  The Kasai Water Reclamation Center&#039;s ESS consists of  2.4 MW NGK Insulators Ltd. NaS units. Half were installed in Dec. 2001 and the other half in Aug. 2003. The system provides load leveling and backup power.",2400.0,,,,35.648740000000004,139.85,,"Electric Bill Management, Electric Energy Time Shift, ",Edogawa-ku,Tokyo,Japan,,01.12.2001,,,,Tokyo Electric Power Company (TEPCO),Investor Owned,,,,0.0,,0.0,0.0,,,DD.44.YYYY 21:44:35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,NGK NaS: Morigasaki Water Reclamation Center,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,"The Bureau of Sewerage, Tokyo Metropolitan Government launched an ambitious response to the Kyoto Protocol. The Bureau accounted for 45% of all the greenhouse gas emissions generated by the Tokyo Metropolitan Government, and sought to reduce emissions by instituting a number of energy efficiency measures and incorporating sodium batteries.    The Morigasaki Water Reclamation Center&#039;s ESS consists of 4 x 2 MW NGK Insulators Ltd. NaS units. The system provides load leveling and backup power.",8000.0,,,,35.568723999999996,139.75,,"Electric Bill Management, Electric Energy Time Shift, ",Ota-ku,Tokyo,Japan,,01.04.2004,,,,Tokyo Electric Power Company (TEPCO),Investor Owned,,,,0.0,,0.0,0.0,,,DD.44.YYYY 21:44:48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,NGK NaS: Sunamachi Water Reclamation Center,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,"The Bureau of Sewerage, Tokyo Metropolitan Government launched an ambitious response to the Kyoto Protocol. The Bureau accounted for 45% of all the greenhouse gas emissions generated by the Tokyo Metropolitan Government, and sought to reduce emissions by instituting a number of energy efficiency measures and incorporating sodium batteries.    The Sunamachi Water Reclamation Center&#039;s ESS consists of a 2 MW NGK Insulators Ltd. NaS unit. The system provides load leveling and backup power.",2000.0,,,,35.656969700000005,139.84,,"Electric Bill Management, Electric Energy Time Shift, ",Koto-ku,Tokyo,Japan,,01.05.2005,,,,Tokyo Electric Power Company (TEPCO),Investor Owned,,,,0.0,,0.0,0.0,,,DD.45.YYYY 21:45:04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,NGK NaS: Miyagi Water Reclamation Center,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,"The Bureau of Sewerage, Tokyo Metropolitan Government launched an ambitious response to the Kyoto Protocol. The Bureau accounted for 45% of all the greenhouse gas emissions generated by the Tokyo Metropolitan Government, and sought to reduce emissions by instituting a number of energy efficiency measures and incorporating sodium batteries.    The Miyagi Water Reclamation Center&#039;s ESS consists of a 2 MW NGK Insulators Ltd. NaS unit. The system provides load leveling and backup power.",2000.0,,,,35.75975379999999,139.75,,"Electric Bill Management, Electric Energy Time Shift, ",Adachi-ku,Tokyo,Japan,,01.04.2006,,,,Tokyo Electric Power Company (TEPCO),Investor Owned,,,,0.0,,0.0,0.0,,,DD.45.YYYY 21:45:15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
