,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
488,Green Omni Terminal Demonstration Project,Electro-chemical,Electro-chemical,Electro-chemical,Operational,"The Port of Los Angeles, North America’s largest port, plans to install a $26. 6 million solar microgrid this year, as it moves toward becoming the first marine terminal to operate solely on renewable energy. The port is building the Green Omni Terminal Demonstration Project in partnership with Pasha Stevedoring and Terminals. It will demonstrate use of zero and near-zero emission technologies at a marine terminal.  The solar microgrid will include a 1.03 MW photovoltaic rooftop array, a 2.6 MWh battery storage system, bi-directional charging equipment, and an energy management control system. During a power outage, the solar microgrid will be able to island from the central grid and keep power flowing at the 40-acre facility. It also will supply energy and basic goods to the community and serve as a base of operations for the military in the event of a disaster.",2600.0,,,,33.73800870000001,-118.26,,"Electric Bill Management, Electric Energy Time Shift, Microgrid Capability, On-Site Power, Renewables Capacity Firming, ",Los Angeles,California,United States,26.05.2016,01.06.2017,01.10.2016,,CAISO,,,,,,0.0,"Reduce 3,200 tonnes/year of greenhouse gases",26600000.0,0.0,,,DD.35.YYYY 16:35:39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Beverly Regional Cache Site (MASS DOER Community Resiliency),Electro-chemical,Electro-chemical,Electro-chemical,Announced,"The Metropolitan Area Planning Council in conjunction with the city of Beverly will install a 232 kW PV array with 77 kWh of battery storage, which will power four critical facilities at the Beverly Cache Site in the event of a power outage. This site serves as a Regional Equipment Cache for the Northeast Massachusetts Homeland Security Region, as the location of the Beverly, MA Civil Defense Department, and as the home base of Massachusetts Task Force 1, one of the nation&#039;s 28 FEMA Urban Search and Rescue Teams.",39.0,,,,42.5878335,-70.9,,"Microgrid Capability, On-Site Power, Resiliency, ",Beverly,Massachusetts,United States,02.01.2015,,,,ISO-NE,National Grid,,,232 kW Solar Array,,0.0,,526000.0,0.0,,,DD.11.YYYY 22:11:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Dennis-Yarmouth High School Regional Shelter (MASS DOER Community Resiliency),Electro-chemical,Electro-chemical,Electro-chemical,Announced,"1,356 kW solar PV with 512 kW battery backup to supply resilient power to the Dennis Yarmouth Regional High School, a regional emergency shelter that also serves as a food preparation and distribution center for the community.  The battery would also be used to reduce demand charges through peak load shedding at the school during regular, non-emergency operation.",512.0,,,,41.6775776,-70.19,,"Electric Bill Management, Microgrid Capability, On-Site Power, Resiliency, ",South Yarmouth,Massachusetts,United States,02.01.2015,,,,ISO-NE,"Cape &amp; Vineyard Electric Cooperative, Inc",Cooperative (Customer Owned),,"1,356 kW solar PV",,0.0,,1480000.0,0.0,,,DD.18.YYYY 23:18:10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Greenfield High School (MASS DOER Community Resiliency),Electro-chemical,Electro-chemical,Electro-chemical,Announced,"The Town’s new high school (LEED certified) is being constructed to accept a 207kW PV array on the roof as well as employ energy management systems that are already programmed to serve identified critical areas in the event of a power outage. This facility is identified as a community shelter and the new capacity can serve the community in a central location. The systems are already in place to harden the high school into becoming a blackstart capable, islandable renewable energy generating shelter to meet the community’s emergency needs so this is an excellent candidate for resiliency under the Initiative. Greenfield would also like to look at the possibility of adding resiliency to its wastewater treatment plant.",129.0,,,,42.6065743,-72.6,,"Black Start, Microgrid Capability, On-Site Power, Resiliency, ",Greenfield,Massachusetts,United States,02.01.2015,,,,ISO-NE,Western Massachusetts Electric,Public Owned,,207kW solar PV,,0.0,,367310.0,0.0,,,DD.38.YYYY 22:38:26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Holyoke Resiliency Facilities (MASS DOER Community Resiliency),Electro-chemical,Electro-chemical,Electro-chemical,Announced,"Solar PV plus batteries will be installed at three different project sites to provide resilient power for 100% load for up to three days. The fire headquarters will receive a 53 kW photovoltaic system and a 300 kWh battery bank, which will run in combination with an existing backup generator. Mt. Tom Tower, the emergency communications tower for the city, will receive a small PV system, a small wind turbine, and a 200 kWh battery. And the Dean School, a community shelter, will receive a 600 kW PV array with a 483 kWh battery bank, which will run in combination with an existing back-up generator.",983.0,,,,42.2042586,-72.62,,"Microgrid Capability, On-Site Power, Resiliency, ",Holyoke,Massachusetts,United States,02.01.2015,,,,ISO-NE,Holyoke Gas &amp; Electric,State/Municipal Owned,,,,0.0,,1013794.0,0.0,,,DD.50.YYYY 22:50:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Western Power,Electro-chemical,Electro-chemical,Electro-chemical,Announced,"Western Power, the state-owned company that operates the grid in the south-west corner of Western Australia, is looking to take small communities completely off grid so that it can save money on costly network upgrades and extensions.  Western Power this week called a tender for up to ten stand-alone power systems, using solar plus battery storage, with back-up diesel, to cater for small communities around the Ravensthorpe region, around 500kms south east of Perth.",10.0,,,,-33.581610999999995,120.05,,"Microgrid Capability, ",Ravensthorpe,Western Australia,Australia,01.09.2015,,,,,Western Power,State/Municipal Owned,,,,0.0,,0.0,0.0,,,DD.49.YYYY 23:49:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Western Power Distribution (WPD) Battery Storage Facility - RES (UK),Electro-chemical,Electro-chemical,Electro-chemical,Operational,"The 300 kW / 640 kWh BYD lithium-ion battery system at a solar farm in Somerset is one of the first industrial-scale battery storage facilities developed in the UK, thanks to an initiative between British Solar Renewables (BSR) and Western Power Distribution (WPD).  This £1 million project will demonstrate the technical and commercial feasibility of directly linking a major battery storage facility, a solar park and the electricity network.  WPD, the electricity distributor for the Midlands, South West and South Wales, is carrying out the project funded by Ofgem’s Network Innovation Allowance, in conjunction with BSR and the National Solar Centre (NSC).  The aim is to realize the benefits of using battery storage on an industrial scale so it can play a key role in the UK energy market as it moves towards a renewable energy future.  A key outcome of the initiative will be the creation of a framework commercial agreement model for use by investors and developers to increase battery storage assets across the UK.  The project is connected to WPD’s South West network and WPD will use the system to peak lop generation to avoid network overloads and voltage excursions, as well as harnessing reactive power from the batteries inverters to reduce voltage rise and using stored energy to support the network at times of high demand.",300.0,,,,51.073749400000004,-2.71,,"Electric Bill Management with Renewables, Electric Energy Time Shift, Renewables Capacity Firming, Renewables Energy Time Shift, ",Butleigh,Somerset,United Kingdom,07.01.2016,19.08.2016,,,,Western Power Distribution (Subsidiary of PPL Corporation),Investor Owned,,"1.5 MW solar park, at Copley Wood near Butleigh, Somerset (owned by British Solar Renewables)",RES (UK),0.0,,1396055.0,0.0,UK National Solar Centre (NSC),The BRE National Solar Centre was established in 2012 to provide independent evidence based information on solar energy systems and related topics.,DD.18.YYYY 20:18:31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,"Sullivan Water Treatment Plant (Cambridge, Massachusetts)",Electro-chemical,Electro-chemical,Electro-chemical,Announced,"The City of Cambridge seeks to improve resiliency at the Sullivan Water Treatment Plant (which also serves as the Emergency Operations Center) through a battery storage system to complement the planned 170 kW solar PV system and other equipment to enable the system to island during an outage event. This project received $851,868 in funding from the Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 2 Project Implementation Awards.",0.0,,,,42.0,-71.0,,"Microgrid Capability, Resiliency, ",Cambridge,Massachusetts,United States,23.12.2015,,,,ISO-NE,,,,170 kW Solar PV,,0.0,,0.0,0.0,,,DD.13.YYYY 23:13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Garden Island Microgrid Project,Electro-chemical,Electro-chemical,Electro-chemical,Operational,"Wave power company Carnegie Wave Energy has revealed that it is in collaboration with Western Australia network operator Western Power to develop the world’s first wave-integrated renewable energy microgrid project to be connected to an electricity network.  The Garden Island Microgrid Project will consist of Carnegie’s CETO 6 array, which is currently in progress, as well as the existing reverse osmosis desalination plant that is currently operating on Garden Island after being switched on last week. The microgrid will also have an additional 2MW peak, of solar PV power generation, as well as sufficient energy storage to allow safe, stable and reliable interaction with the electricity grid.",0.0,,,,-32.0,116.0,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Microgrid Capability, Renewables Capacity Firming, Renewables Energy Time Shift, Resiliency, ",Garden Island,Western Australia,Australia,29.10.2015,01.07.2016,,,,Western Power,State/Municipal Owned,,1 MW Wave Power and 2 MW Solar PV Power,Australian Department of Defence,0.0,,0.0,0.0,Australian Renewable Energy Agency,ARENA was established to make renewable energy solutions more affordable and increase the amount of renewable energy used in Australia.,DD.42.YYYY 22:42:36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Dörverden 3 MW Battery Storage - Statkraft,Electro-chemical,Electro-chemical,Electro-chemical,Operational,"Statkraft has constructed a 3 MW battery project at the site of the Dörverden run-of-river power plant.  The civil works lay the foundation for Statkraft’s foray into new decentralized storage technologies. The installation is comprised of three battery containers, each with 1 megawatt (MW) installed capacity. The aim of the pilot project is to deliver control reserve power to the German transmission grid. Pre-qualification by transmission system operators (TSO) to provide balancing power is expected to be completed at the same time.",3000.0,,,,52.8469714,9.23,,"Frequency Regulation, ",Dörverden,Lower Saxony,Germany,27.07.2015,25.02.2016,,,TenneT,Statkraft,,,,,0.0,,0.0,0.0,,,DD.00.YYYY 22:00:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,"University of the Nations (Kona, Hawaii) - EnSync Energy (formerly ZBB Energy)",Electro-chemical,Electro-chemical,Electro-chemical,Announced,"EnSync Energy, through its Pacific region project developer Holu Energy, is developing a combined solar energy distributed generation and advanced energy management system project at University of the Nations, located on the island of Hawaii. The total system features a 412-kilowatt solar photovoltaic unit, EnSync&#039;s intelligent energy management platform and hybrid energy storage technology to lower the university&#039;s electricity costs via a 20-year Power Purchase Agreement (PPA), which was first announced on July 7, 2015. The state-of-the-art technology will provide the university protection against power outages, while also benefiting the electricity grid by easing pressure on it.",0.0,,,,20.0,-156.0,,"Microgrid Capability, Resiliency, ",Kailua-Kona,Hawaii,United States,07.07.2015,,,,,,,,412-kW solar photovoltaic (PV) array,Holu Energy / EnSync Energy Systems (formerly ZBB),20.0,Projected to save $2.4 million over 20-year PPA,0.0,0.0,,,DD.20.YYYY 22:20:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,"Red Hook (Brooklyn, NY) - NY Prize Microgrid",Electro-chemical,Electro-chemical,Electro-chemical,Announced,"The Red Hook neighborhood of Brooklyn was severely impacted by Hurricanes Sandy and Irene with power outages lasting for weeks. The proposed microgrid would integrate a variety of both commercial and residential distributed generation sources, including solar power.    Recipients of power would include Good Shepherd Services Miccio Cornerstone Community Center, Red Hook Initiative, Visitation Church, Ikea, Addabbo Family Health Center, Red Hook Public Library, South Brooklyn Community High School, as well as low income community residents and other facilities.",10000.0,,,,41.0,-74.0,,"Electric Energy Time Shift, Microgrid Capability, Renewables Energy Time Shift, ","Red Hook, Brooklyn",New York,United States,11.09.2015,,,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,,,,0.0,,0.0,0.0,,,DD.55.YYYY 18:55:12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Kaimuki Middle School Microgrid Project,Electro-chemical,Electro-chemical,Electro-chemical,Operational,"Development of microgrid comprising 2 MW energy storage with PV at Kaimuki Middle School, Honolulu, to make the school net zero; provide resilient power to the school, an emergency shelter; demonstrate the first microgrid in the state; allow testing of microgrid for grid support services; demonstrate alternative utility business model in HIPilot microgrid project at Kaimuki Middle School is being developed in partnership with HECO, DBEDT, and other federal agencies.",2800.0,,,,21.269194600000002,-157.8,,"Microgrid Capability, ",Honolulu,Hawaii,United States,15.09.2015,,,,,Hawaiian Electric Company,Investor Owned,,,,0.0,,0.0,0.0,,,DD.09.YYYY 23:09:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Long Island Community Microgrid Project - 5 MW / 25 MWh,Electro-chemical,Electro-chemical,Electro-chemical,Announced,"Planned for the East Hampton area, the Long Island Community Microgrid Project aims to achieve nearly 50% of its grid-area electric power requirements from local solar and sets the stage to avoid hundreds of millions of dollars in transmission investments that otherwise would be required to deliver power to the region.  The result will be an optimized local energy system combining up to 15 megawatts of solar power with a 25-megawatt-hour energy storage system. The renewables-based solution will also provide backup power to critical loads, including two Suffolk County Water Authority water pumping and filtration plants and the Springs Fire District facility, during outages.",5000.0,,,,40.9634335,-72.18,,"Grid-Connected Commercial (Reliability &amp; Quality), Grid-Connected Residential (Reliability), Microgrid Capability, Resiliency, Stationary Transmission/Distribution Upgrade Deferral, ",East Hampton,New York,United States,08.07.2015,,,,NYISO,Public Service Enterprise Group of Long Island (PSEGLI),Investor Owned,,,,0.0,,0.0,0.0,,,DD.35.YYYY 17:35:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,250 kWh Berkshire Farm (Anesco UK),Electro-chemical,Electro-chemical,Electro-chemical,Operational,"UK energy efficiency solutions company, Anesco, has installed a second 250 kWh commercial-scale unit. The battery storage unit has been connected to an existing solar array in Berkshire. It follows the installation by Anesco of a 250kWh unit in Dorset, in September 2014, which was the first unit of its kind to be installed in the UK.",250.0,,,,51.4669939,-1.19,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",Berkshire,England,United Kingdom,,23.06.2015,,,,,,,,,0.0,,0.0,0.0,,,DD.09.YYYY 00:09:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
