,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
128,Snake Island Independent Power Supply System VFB,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,Power Supply in Island,10.0,,,,39.0,122.0,,"On-Site Power, Onsite Renewable Generation Shifting, ",Dalian,Liaoning,China,27.10.2014,,,,,,,,,,0.0,,0.0,0.0,,,DD.02.YYYY 14:02:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Dalian EV Charging Station VFB,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,Storage in EV Charging Station,60.0,,,,38.914003,121.61,,"Transportation Services, Renewables Energy Time Shift, Grid-Connected Commercial (Reliability &amp; Quality), ",Dalian,Liaoning,China,27.10.2014,,,,,,,,,,0.0,,0.0,0.0,,,DD.02.YYYY 14:02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,RKP R&amp;D Center Building VFB,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,BIPV Energy Sorage,60.0,,,,38.914003,121.61,,"Renewables Energy Time Shift, ",Dalian,Liaoning,China,27.10.2014,,,,,,,,,,0.0,,0.0,0.0,,,DD.02.YYYY 14:02:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Imergy Trojane Project,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Announced,"Two Imergy ESP4 series vanadium-based flow batteries provide power to a famous restaurant&#039;s 49 kW solar photovoltaic system as part of an energy storage project designed to demonstrate how Imergy&#039;s flow batteries manage multiple applications. The project is part of the European AlpStore program, which works to develop a long-term energy storage strategy for the Alpine regions.",10.0,,,,46.0,15.0,,"Onsite Renewable Generation Shifting, Renewables Energy Time Shift, Resiliency, EV Charging, ",Trojane,Lukovica,Slovenia,14.01.2015,,,,,Elektro Ljubljana,,,Solar,,0.0,,0.0,0.0,,,DD.39.YYYY 00:39:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Flathead Electric ViZn Z20,Electro-chemical,Flow Battery,Zinc Iron Flow Battery,Operational,"ViZn Energy Systems in cooperation with Flathead Electric Cooperative, announced the installation and integration of an advanced flow battery for grid storage manufactured by ViZn Energy.  The project will provide insight to the benefits energy storage can provide to rural utilities and electric cooperatives in the rapidly changing power delivery market.  ViZn implements non-acid Zinc/Iron chemistry enabling manufacturing with inexpensive construction materials.  The battery Stacks are molded construction with proprietary elements that have overcome the shunt issues historically afflicting flow batteries.  ViZn’s Z20 is a 80kw/160kwh system housed in a 20ft shipping container.",80.0,,,,48.2359399,-114.28,,"Electric Energy Time Shift, ",Kalispell,Montana,United States,13.03.2014,13.03.2014,,,,Flathead Electric Cooperative,Cooperative (Customer Owned),,,,0.0,,0.0,0.0,,,DD.47.YYYY 20:47:01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Enel Livorno Test Facility: 10 kW Vanadium Redox Flow,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,"At Enel’s research facility in Livorno, three different energy storage systems are being tested: lithium ion batteries, vanadium redox flow batteries and sodium-nickel chloride &quot;ZEBRA&quot; (Zero Emission Battery Research Activity) batteries.  The key performance factors being investigated are:  - Response and inversion time  - Round trip efficiency  - Real vs nominal capacity  - Performances decay",10.0,,,,43.548473,10.31,,"Renewables Capacity Firming, Renewables Energy Time Shift, Voltage Support, ",Livorno,Livorno,Italy,,01.12.2010,,,,Enel,Investor Owned,,,,1.0,,0.0,0.0,Enel,,DD.07.YYYY 23:07:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
316,RISO Syslab Redox Flow Battery,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,"The vanadium battery will be installed as a component in SYSLAB which is the lab facility established at Risø for testing and investigating distributed power systems.   SYSLAB consists of two wind turbines, a pv-array, a diesel genset, different types of  load and an office building with intelligent load control. SYSLAB also includes a distributed control system.   The tests on the vanadium battery will include specific tests on the battery alone such as  response tests, efficiency tests at different levels of SOC etc. and tests and measurements while it provides different services to grid including smoothing of wind turbine output, load balancing and similar services. A key point for the investigations is comparison  between laboratory test performance and performance during normal operation.   http://www.risoe.dk/rispubl/reports/ris-r-1608_240-247.pdf",15.0,,,,55.763516,12.49,,"Renewables Capacity Firming, Renewables Energy Time Shift, Frequency Regulation, Voltage Support, Load Following (Tertiary Balancing), ",Kongens Lyngby,Lyngby-Taarbæk,Denmark,01.08.2007,,,,,,Federally Owned,,,,0.0,,0.0,0.0,RISO Syslab,,DD.23.YYYY 14:23:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
317,PVCROPS  Evora Demonstration Flow Battery Project,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,"The project aims to develop control strategies to store energy in Building Integrated PV (BIPV) installations.  The University of Evora is the principal partner and host for the system, which has been installed in a building on the university&#039;s agriculture and animal husbandry campus in Valverde, just outside Evora.   The system will provide stored solar power to the facility there.  The European Commission chose REDT to build and provide its new flow battery system for this PVCROPS project, which is administered out of the Polytechnica University of Madrid and is included in the EU Seventh Framework Programme (FP7).   High round trip efficiency &amp;gt;80%.",5.0,,,,39.0,-8.0,,"Renewables Capacity Firming, Renewables Energy Time Shift, ",Evora,Norte,Portugal,22.04.2013,10.10.2013,,,,,,,6.6 kW PV,REDT,0.0,,0.0,0.0,,,DD.06.YYYY 18:06:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Ulsan manufactoring facility VRFB Project,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Operational,"Vanadium Redox Flow Battery (100kW/600kWh) ESS for TOU Energy shifting, installed by H2, inc. application using KEPCO&#039;s ESS TOU rate",100.0,,,,36.0,129.0,,"Electric Bill Management, Electric Energy Time Shift, ",Ulsan,Gyengnam,"Korea, South",07.03.2017,01.04.2017,,,,,,,,,0.0,Performance metrics not available.,0.0,0.0,,,DD.33.YYYY 01:33:44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,VRB High Performance Vanadium Redox Flow ,Electro-chemical,Flow Battery,Flow Battery,Under Construction,Vanadium Redox Flow Energy Storage System .,200.0,,,,50.383743,7.6,,"Black Start, Distribution upgrade due to solar, Electric Energy Time Shift, Electric Supply Reserve Capacity - Non-Spinning, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Microgrid Capability, Ramping, Renewables Energy Time Shift, ",Koblenz,Germany,Germany,06.10.2017,,,,,,Investor Owned,Transmission,,Solibra System Montage GmbH,30.0,100,0.0,0.0,Fraunhofer /,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Idaho National Laboratory - ViZn,Electro-chemical,Electro-chemical,Zinc Iron Flow Battery,Contracted,"ViZn Energy Systems Inc. (ViZn) has received an order for a 128 kW/320 kWh redox flow battery system based on its zinc-iron chemistry from Idaho National Laboratory (INL), part of the Department of Energy’s (DOE) complex of national laboratories. ViZn’s flow battery system will be installed as part of a microgrid research, development and demonstration testbed and is expected to be commissioned in the second quarter of 2016.",128.0,,,,43.519585,-112.05,,"Microgrid Capability, ",Idaho Falls,Idaho,United States,19.01.2016,01.06.2016,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Terna Ciminna Substation - UET,Electro-chemical,Flow Battery,Flow Battery,Announced,"UniEnergy Technologies (UET), announced a 450 kW / 1440 kWh utility-scale energy storage system for a Terna utility substation in Ciminna, Italy on the island of Sicily. The owner of the Italian High Voltage National Transmission Grid, Terna is the largest independent transmission system operator in Europe and the sixth in the world.",450.0,,,,37.8964116,13.56,,"Electric Supply Capacity, ",Ciminna,Sicily,Italy,22.04.2016,,,,,Terna,,,,,0.0,,0.0,0.0,,,DD.18.YYYY 23:18:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,VRB ESS Green Vision ,Electro-chemical,Flow Battery,Flow Battery,Contracted,200 kW / 800 kWh High duty Vanadium Redox Flow Energy Storage System,200.0,,,,50.3569429,7.59,,"Electric Energy Time Shift, Frequency Regulation, Grid-Connected Commercial (Reliability &amp; Quality), Load Following (Tertiary Balancing), ",Koblenz,Rheinland Pfalz,Germany,15.06.2016,15.07.2017,22.06.2017,,,,Investor Owned,Secondary Distribution,,Solibra Energy Storage Technologies Gmbh,25.0,,0.0,0.0,,,DD.33.YYYY 23:33:20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Las Positas College EPIC Microgrid - Imergy / GELI,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Announced,"Las Positas College announced that they will participate in a microgrid project funded by a $1.5 million grant from the California Energy Commission to enable the Chabot-Las Positas Community College District to integrate renewable energy sources into its operations, curb peak power and achieve greater energy independence.   The District will install Imergy Power Systems&#039; ESP30 series institutional scale vanadium redox flow batteries with a total capacity of 250 kilowatt / 1 megawatt-hour as part of the microgrid, which will be managed by the Geli&#039;s Energy Operating System and Energy Management applications. The energy storage system, to be installed at Las Positas College in Livermore, will enhance an existing 2.35 MW solar array that generates 55% of the energy needed at the campus, 3,200 ton-hours of ice thermal storage, and ten Level II EV charging stations to form a smart microgrid, capturing approximately $75,000 in annual energy savings for the District.   Part of the Commission&#039;s $26.5 million Electric Program Investment Charge (EPIC) program to develop a roadmap for energy smart communities, the project is designed to demonstrate how microgrids can help colleges and universities gain greater control over their energy consumption and costs while maintaining security and safety. Imergy&#039;s technology will be used to reduce peak power, balance energy loads, and &quot;island&quot; individual applications for greater reliability and resiliency, among other applications. Las Positas College consists of 435,000 square feet of facilities and includes a 15,000 square foot maintenance and operations complex designated as an emergency response facility by the Alameda County Emergency Preparedness Agency.",250.0,,,,37.7108595,-121.8,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Microgrid Capability, Onsite Renewable Generation Shifting, Resiliency, ",Livermore,California,United States,12.02.2015,,,,CAISO,Pacific Gas and Electric,Investor Owned,,2.35 MW solar array,,0.0,"Approximately $75,000 in annual energy savings for the District.",0.0,0.0,,,DD.49.YYYY 18:49:07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Cellcube-Willibald-Gluck High School,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,"The Willibald-Gluck High School in Neumarkt, Oberpfalz was equipped with the very latest energy technology. For power supply a PV system was installed on the roofs of the school and the gym. The electricity generated by solar energy is used directly in the building or, for example on weekends, stored in the CellCube FB 30-130 energy storage system. Surpluses continue to flow into the public grid. Thus, the CellCube is used primarily for self-use of electricity.",30.0,,,,49.0,11.0,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ",Neumarkt,Oberpfalz,Germany,01.06.2015,,,,,,,,,,0.0,,0.0,0.0,,,DD.27.YYYY 21:27:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Minami Hayakita Substation Hokkaido Electric Power- Sumitomo,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,"Hokkaido Electric Power Co Inc (HEPCO) and Sumitomo Electric Industries (SEI) Ltd announced Dec 25, 2015, that they have completed a large-scale storage battery system at Minamihayakita Transformer Station in Abira-chou, Hokkaido, and started to test the system.  The two companies installed a redox flow battery manufactured by SEI. It has a rated output of 15MW and a capacity of 60MWh and is one of the world&#039;s largest redox flow batteries in operation.  In the verification project, which will last for about three years, HEPCO and SEI will verify the performance of the system as a new system for adjusting the output fluctuation of wind and solar power generation facilities and develop optimal control technologies.",15000.0,,,,43.06461470000001,141.35,,"Renewables Capacity Firming, ",Abira-Chou,Hokkaido,Japan,13.07.2013,25.12.2015,,,,Hokkaido Electric Power Company,Investor Owned,,,Sumitomo Electric Industries,3.0,N.A,0.0,0.0,,,DD.01.YYYY 01:01:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,V.C. Bird International Airport of Antigua Solar/Energy Storage Project - PV Energy Ltd,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,A 3 MW solar PV and energy storage system has been commissioned by the Government of Antigua and Barbuda (GOAB) and PV Energy Ltd. It is expected to cover almost all of the V.C. Bird International Airport of Antigua’s energy consumption.,3000.0,,,,17.1274104,-61.85,,"Renewables Capacity Firming, ",St John&#039;s,Antigua and Barbuda,Antigua and Barbuda,,01.12.2015,,,,,,,3 MW Solar PV,PV Energy Ltd,0.0,,0.0,0.0,,,DD.55.YYYY 00:55:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,The Zhangbei Project - State Grid / Sparton Resources,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,"The Zhangbei Project, jointly launched in May 2010 by the Ministry of Finance, the Ministry of Science and Technology, and the National Energy Bureau is operated by State Grid. Located approximately 180 km north of downtown Beijing near Zhangjiakou, in Hebei Province, it integrates wind power, solar power, energy storage, and smart grid transmission technologies. The energy storage equipment currently installed and being tested on site includes an 8 megawatt hour vanadium flow battery commissioned by VanSpar as well as smaller capacity lithium and lead-acid storage batteries and capacitors.",2000.0,,,,41.158557,114.72,,"Renewables Energy Time Shift, ",Zhangbei,Hebei Province,China,,23.01.2016,,,,State Grid North China,State/Municipal Owned,,,,0.0,,0.0,0.0,,,DD.28.YYYY 18:28:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,5 kW / 40 kWh - redT Wokingham Development Facility,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Operational,redT storage system (Jabil manufactured) installed at their Wokingham development centre. This is a 40 kWh storage system and will be connected to PV generation.,5.0,,,,51.0,-1.0,,"Electric Energy Time Shift, Renewables Energy Time Shift, ",Wokingham,Berkshire,United Kingdom,,15.10.2015,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
