,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
217,Rustenburg VRLA Project,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"The project incorporated 48 x 250W solar panels on frames tracking the sun angle, 24 x 2V 1660Ah battery cells, 4 x MPPT controllers, and 2 x 10kW inverters",10.0,,,,-26.0,27.0,,"Distribution upgrade due to solar, ",Rustenburg,North West,South Africa,,08.12.2013,04.12.2013,,,ESKOM,Federally Owned,Secondary Distribution,,Kestrel Renewable Energy,20.0,,60000.0,0.0,,,DD.55.YYYY 17:55:30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Tunghai Green Transportation Management and Development / Low Carbon Demonstration Project,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"An independent solar powered battery exchange station for e-bikes and e-scooters was established at Tunghai University located in Taichung City in central Taiwan.  It uses the solar power electronics provided by Kingroup Systems Corporation and the solar power controller utilizes the maximum power point tracking (MPPT) technology for charging 8 pieces of 12V, 75Ah Lead Acid batteries by 2KW solar panels.  This is the one independent solar powered EV battery exchange station and can be duplicated easily. NEXcell had assisted Tunghai University in the design of EV battery exchange system and the set-up of this off-grid solar power station.",2.0,,,,24.2332076,120.94,,"Transportation Services, On-Site Power, ",Taichung,Taiwan,Taiwan,,21.10.2012,,,,,,,,"NEXcell BATTERY Co., Ltd",0.0,,0.0,0.0,,,DD.36.YYYY 03:36:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
267,Carthage Water &amp; Electric Plant,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"The Carthage Water &amp;amp; Electric Plant, in an effort to encourage customers to consider energy storage for residential and commercial use, asked EaglePicher to design a system which would demonstrate the potential for utility savings. EPT designed a system integrating renewable generation (solar and wind) as well as energy storage. This system will demonstrate how energy storage can offset utility costs by integrating renewable sources and lowering peak demand.  The demo system also provides technical insight and experience to Carthage Water &amp;amp; Electric Plant on issues associated with grid-tied systems.  EaglePicher&#039;s Renewable Energy Storage System (RESS) will include a turnkey storage system with a single point connection and built in controls necessary to be safely Grid Tied. EaglePicher will install a single tier Power Pyramid™ system with Advanced Pb-Acid batteries and 20 kW PV solar and 10 kW wind.",100.0,,,,37.0,-94.0,,"Distribution upgrade due to solar, Distribution upgrade due to wind, Electric Bill Management with Renewables, Grid-Connected Commercial (Reliability &amp; Quality), Ramping, ",Carthage,Missouri,United States,07.08.2013,30.03.2014,31.01.2014,,SPP,Empire District Electric Company,Public Owned,Secondary Distribution,"20 kW PV, 10 kW Wind",EaglePicher Technologies LLC,20.0,,0.0,0.0,,,DD.46.YYYY 20:46:26,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Gram Power Khareda Lakshmipura Microgrid,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Gram Power&#039;s microgrid is powered by a centralized array of solar panels which collect the sun&#039;s energy and convert it to DC electricity. Surplus solar DC energy is stored in a battery array, providing users with energy even during peak usage times and night. DC electricity from the solar array and batteries is converted via a AC inverter.",40.0,,,,25.0,75.0,,"Renewables Capacity Firming, Onsite Renewable Generation Shifting, Electric Supply Capacity, Microgrid Capability, ",Khareda Lakshmipura,Rajasthan,India,,01.03.2012,,,,,,,,Gram Power,0.0,,0.0,0.0,,,DD.10.YYYY 15:10:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Tanna Island Renewable Energy Community,Electro-chemical,Valve Regulated Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"Green NRG Co designs and manufactures the Mini Power System (MPS), a renewable energy generation and storage system which enables users to generate, store and consume their own clean, free energy. The system allows homes and businesses to take their electricity needs entirely off the grid. It represents a major breakthrough in controllable unit technology and is a genuine first-in-the-world solution. The MPS is groundbreaking as it permits up to three simultaneous natural inputs (solar, wind and hydro) with a single inverter – no additional controllers or complicated wiring are required. If natural energy stores are low, the MPS can also charge from the grid at night, storing power in off-peak periods to save the user money. The system achieves incredible efficiency as it has the capability to intelligently control both input and output currents, depending on specific energy needs. It is completely portable, can be retrofitted to existing solar panels, and has a short return on investment timeframe.  NRG Green Co installed a 15 kW inverter mini power system inside the Tanna Island Community Clinic above the battery bank to convert the stored energy into usable 240V AC for use for medical equipment, lights, USB power points etc. This is supplemented by a 1.5 KW scroll type wind turbine. This had a large impact on the community who previously had no access to electricity at all - we provided them with a 24h supply of renewable energy which can be utilized for everyday living, educational, health and emergency power needs.",15.0,,,,-20.0,169.0,,"Renewables Capacity Firming, ",Tanna Island,Tafea Province,Vanuatu,,19.03.2016,,,,,,,,Green NRG Co,15.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Smart Operator Kisselbach Pb,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,For better integration of renewable energies in the distribution intelligent solutions are increasingly in demand. RWE Germany has launched the project &quot;smart operator&quot; to develop &quot;intelligent&quot; solutions in the low voltage network in August 2012.  250 test households in the communities Kisselbach and Wincheringen (Rheinland Pfalz) and Wertachau (Bavaria) are connected to an intelligent low-voltage grid.,75.0,,,,50.0,8.0,,"Electric Energy Time Shift, Renewables Energy Time Shift, Stationary Transmission/Distribution Upgrade Deferral, ",Kisselbach,Rheinland-Pfalz,Germany,01.07.2013,01.05.2014,01.04.2014,,,,Cooperative (Customer Owned),Primary Distribution,,,3.0,System is well running. All customer requirements are satisfied,0.0,0.0,,,DD.06.YYYY 00:06:03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Smart Operator,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,For better integration of renewable energies in the distribution intelligent solutions are increasingly in demand. RWE Germany has launched the project &quot;smart operator&quot; to develop &quot;intelligent&quot; solutions in the low voltage network in August 2012.  250 test households in the communities Kisselbach and Wincheringen (Rheinland Pfalz) and Wertachau (Bavaria) are connected to an intelligent low-voltage grid.,75.0,,,,48.0,11.0,,"Demand Response, Distribution upgrade due to solar, Electric Energy Time Shift, Renewables Energy Time Shift, Transportable Transmission/Distribution Upgrade Deferral, ",Schwabmuenchen,Bavaria,Germany,01.07.2013,14.03.2014,24.02.2014,,,,Cooperative (Customer Owned),Primary Distribution,,,3.0,well working system all customer requests have been satisfied,0.0,0.0,,,DD.07.YYYY 00:07:08,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
576,Rhode Hybrid Demo Project - Hitachi Chemical,Electro-chemical,Valve Regulated Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"The Rhode hybrid demo project comprises of two Beacon Power 160 kW flywheels and Hitachi Chemical valve regulated lead acid batteries of up to 240 kW. The plant will have a maximum import capacity of 400 kVA and maximum export capacity of 422 kVA when completed. The flywheel system, with very high cycling ability, can rapidly absorb short-term excess grid energy and generate energy as needed by grid operators. Batteries can provide energy over longer durations but have more limited cycling capabilities. The hybrid flywheel will assist in disruption mitigation, during times of unexpected demand or sudden changes in energy supply/demand. After the completion of construction, the plant will enter a test operation phase from February 2016. The Schwungrad Energie plant will be the first field test of a hybrid-flywheel energy storage system in Europe.",240.0,,,,53.0,-7.0,,"Electric Energy Time Shift, ",Rhode,Offaly,Ireland,,02.03.2016,,,,ESB Networks Ltd,State/Municipal Owned,Secondary Distribution,320 kW Beacon Power Flywheels,,0.0,,0.0,0.0,University of Limerick,Department of Physics &amp; Energy,DD.14.YYYY 00:14:51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,KIUC Port Allen Solar and BESS,Electro-chemical,Advanced Lead-acid Battery,Advanced Lead-acid Battery,Operational,"The 6-megawatt polycrystalline panel solar facility is integrated with a 3-megawatt Battery Energy Storage System installed by KIUC at the point of interconnection to the grid. The storage system creates greater stability on the KIUC system by maintaining a predictable flow of power from the Port Allen solar facility, along with other intermittent generation resources.",3000.0,,,,21.9061111,-159.59,,"Frequency Regulation, Voltage Support, ",Port Allen,Hawaii,United States,01.07.2011,07.12.2012,,,,Kauai Island Utility Cooperative,Cooperative (Customer Owned),,6 MW Solar Farm,,0.0,,0.0,0.0,,,DD.36.YYYY 21:36:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
620,1 MW - SunSmart Emergency Shelters Program,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"The SunSmart Emergency Shelter Program has installed more than 115 solar+storage systems in Florida schools, supplying over 1 MW of solar generation capacity and providing resilient power to emergency shelters across the state.  Each solar+storage system is composed of a 10-kW SolarWorld PV array, a 25-kWh Sun-xtender lead-acid battery pack, and a 10-kW battery-based Outback inverter. The systems have the capability to sell electricity to the utility during normal operation and supply backup emergency electricity to power critical loads in the designated Enhanced Hurricane Protected Area of each school. Emergency power from the solar+storage systems can be accessed by any emergency response organization and the schools collectively have the capacity to shelter 10,000 to 50,000 people during a disaster.",1000.0,,,,29.273888800000005,-82.15,,"Resiliency, ",Multiple,Florida,United States,30.05.2014,,,,,,,,,,0.0,,0.0,0.0,,,DD.11.YYYY 00:11:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,National Park Service Isle Royale,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Johnson Controls and Princeton Power Systems created and commissioned two separate microgrid systems on opposite ends of the island – the ‘Rock Harbor Site’ and ‘Windigo Site’ for the JCI Isle Royale Proejct.  Prior to the project, each island currently was powered by generators only. Each system includes PV arrays, batteries, generators, and two Princeton Power Systems inverters -- there are four inverters total. One inverter will connect to the PV array and one will connect to the battery bank. A site controller will manage the microgrid, performing monitoring and control tasks.  The overall goal of the new system is to minimize the use of the generators, providing power to the grid using mostly PV and battery and using the generators only to charge the batteries and at times when PV and battery cannot meet the load on the system.",100.0,,,,47.0,-89.0,,"Microgrid Capability, On-Site Power, ",Houghton,Michigan,United States,14.09.2015,,,,,,Federally Owned,,,"Johnson Controls, Inc.",20.0,,0.0,0.0,,,DD.18.YYYY 21:18:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Star Island Microgrid,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,New Hampshire’s Star Island boasts the largest off-grid solar farm in New England. The installation includes a 130 kW solar installation as well as a 600 kW battery system which has replaced a couple of diesel generators. Star Island is 6 miles off the coast and before the microgrid project had to rely on diesel power for their electricity needs.,600.0,,,,42.9765042,-70.61,,"Microgrid Capability, On-Site Power, Renewables Capacity Firming, ",Star Island,New Hampshire,United States,,27.06.2015,,,,,,,130 kW Solar,,0.0,,0.0,0.0,,,DD.23.YYYY 18:23:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,110 kW Kitakyushu Museum of Natural History &amp; Human History,Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical capacitor,Operational,"Furukawa Battery has set up two smart grid demonstrations of UltraBattery® technology at Kitakyushu Museum of Natural History &amp;amp; Human History.  The first is a 10kW facility peak shifting application that uses 32 Ultrabattery® cells (100 Ah, 6 volts). The second is a 100kW facility peak shifting application that uses 192 Ultrabattery® cells (500 Ah, 2 volts).",110.0,,,,33.8834093,130.88,,"Electric Energy Time Shift, ",Kitakyushu,Fukuoka Prefecture,Japan,19.08.2015,,,,,,,,,,0.0,,0.0,0.0,,,DD.02.YYYY 22:02:01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,150 kW Jeju Island Demonstration Site - Posco ICT,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"In this project, a microgrid is demonstrated in the smart grid real environment, where distributed generation systems, energy storages and loads constitute a highly reliable energy network system using IT to control the supply and the demand of power optimally and improve",150.0,,,,33.4890113,126.5,,"Microgrid Capability, Resiliency, ",,Jeju Province,"Korea, South",,01.12.2011,,,,,,,,,0.0,,0.0,0.0,,,DD.05.YYYY 23:05:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
